"","vm_name","mape"
"1","ce88e3e0-b429-43c9-8aed-a11b846bdbfc",0.0439715763604015
"2","3bd4cf70-f1a9-40f1-9ac1-66c7af0bfd3a",0.0146270794554295
"3","3fb200fb-4a4b-48ff-8bc7-3efccaf8a545",2.81674633272279
"4","d2225740-64ec-41d8-9efe-dda467480a10",0.059291778164875
"5","27b8a6c7-35a1-45eb-b267-179705991d53",0.0708368263480828
"6","e7d6a5d2-7551-4d7a-ae7e-4d65b31501bf",0.034622795828424
"7","39e40b36-b885-471b-9a03-1c730ba47725",0.108884954137243
"8","62c714cb-cd27-4f1d-996b-fa0a241f630b",0.153435452254456
"9","edf614b8-4de1-479c-ae9a-46acb9dc09be",0.039168261529419
"10","86fc9582-eae6-440b-a7b1-a26ac498e0a4",0.0573380259502623
"11","97b15809-7d09-4908-8c0b-e5b3752252d8",0.18483455811429
"12","67a44915-f4f1-4ed6-ad22-99b452d48d73",0.0289382397279376
"13","f0daee79-6778-41c8-8871-e3b9e98a0d4d",0.0620338075162454
"14","712a99f2-7685-40a9-9643-4148cf9d7038",0.0920648953779565
"15","ed0480f5-ec6e-46ab-84aa-eee1c8ee5df2",0.0866187179186601
"16","34df6555-4537-4ed8-bd88-ac4bccc67805",0.270547747157975
"17","8c592c78-3324-4d14-b667-bf16ec51e3d0",0.0509326967089812
"18","3342cfd6-6184-4217-bd76-5ce896bacb5a",0.0292489650431178
"19","36a0ae09-7c74-4d8b-9394-8e08b496b55f",0.0305491912280429
"20","b0c0999b-77de-4b75-9d3f-013cda1d4502",0.194296530089587
"21","b1bc95b5-4842-437e-a322-1756cefa45bf",0.106078761336179
"22","77bc4464-b5fa-4e47-bfd1-ae4e4fcd5199",0.270817358140929
"23","ada698ef-7c0d-4ffd-9d21-8dc90ef9951e",0.205730525307714
"24","54f6f4eb-6325-41ec-bee9-0dadebfde7a0",0.0270262308293166
"25","6c3fcd87-5bf1-4dec-8205-9d253c856df7",0.129779875973647
"26","3c642a41-553d-45d3-aee9-cd7ce7e4e038",0.00195347080101026
"27","9decf6c2-1760-4924-a845-106591232f00",0.0126685002065142
"28","396c82b9-3cb7-4d41-a32e-1c7f81f97144",0.0529002981761346
"29","e0dd41e9-a57c-475a-bc0d-5b870f0adc26",0.047888729587303
"30","583fb3ee-ab8a-477e-a69f-18451cd557af",0.400978932669343
"31","9d9285ce-415e-4b7f-8bad-4183a4e4063c",0.0315436453275051
"32","d1fab258-c55b-49a2-b55e-e2e565fc068c",0.0227582399948377
"33","e200ce28-15ca-4f38-8c9c-5dd91925b3d7",0.0386308677073593
"34","8bb4772f-af16-4b34-a6ea-eab6877571e1",0.121819748966758
"35","650db4cd-f1c7-4424-83e9-a50c967465ef",0.295363117612408
"36","85d5dd60-f514-496e-bb5a-4244c8d9340e",0.00809945548442141
"37","23691822-c65a-4c4f-95cf-5807c3d4049a",0.0897448847596838
"38","06bc350d-2337-43b1-ab47-95a56b302061",0.0750948119023924
"39","02488951-da87-4317-9da2-0b1382e00fa9",0.464337309264092
"40","a4062a10-601c-44c0-96fb-ffe307a98b4e",0.371151143071117
"41","d0a17616-7299-4767-9f38-1e03b44bc96f",0.0254604988484005
"42","e03aded7-68f3-4776-8477-2ab88248fee3",0.0220421007218168
"43","230627d0-8fea-4a7e-94ca-60d46daa3d87",0.0274307340528459
"44","43203817-e16c-41ec-81e2-e905ce9718ff",0.0361543379707937
"45","07cc9cd9-2113-4d11-9d40-f7f4b28918e1",0.0541735015707962
"46","286e0cf9-c67c-4a5a-ab52-c605ec12e16b",0.0632783907531825
"47","420c7a21-e53f-4b13-b03c-9c38406941a9",0.635079694080475
"48","bfb749e5-1271-4c35-8a59-dd8d227a31f1",0.253691192817542
"49","297eac34-baa1-4883-b4af-3b5e163d7649",0.00374385373944261
"50","3ad1a1cc-41a8-4dfa-aecf-f09339e4a363",0.0189337342416251
"51","8c61da8f-52c7-4a89-8895-7874c2037cce",0.0992458720526611
"52","ab066aba-7abf-4e5e-b855-f4cc0d932804",0.0707500317091295
"53","d02c9a86-2400-4dec-b11f-0035235df287",0.0300776682761856
"54","61f1b89e-ed5b-420d-8750-7eb3a42af251",0.231868901227385
"55","5037c159-f289-40a4-beb6-156f96ca9ce5",0.219136172607668
"56","94ef1d46-46b6-4b39-a0c3-497472af8ff7",0.0171568676962573
"57","4318f21d-c4a1-48b3-86d7-684e56912be9",0.25619985451943
"58","b0409257-0346-47f9-b219-fe34a2790b9b",0.0595692510069656
"59","f7b58aa6-c652-49ef-b113-918c65bd44b3",0.322025365377275
