"","vm_name","mape"
"1","ce88e3e0-b429-43c9-8aed-a11b846bdbfc",0.0990057212994595
"2","3bd4cf70-f1a9-40f1-9ac1-66c7af0bfd3a",0.0153429678655578
"3","3fb200fb-4a4b-48ff-8bc7-3efccaf8a545",5.68831747964722
"4","d2225740-64ec-41d8-9efe-dda467480a10",0.146554763576307
"5","27b8a6c7-35a1-45eb-b267-179705991d53",0.34819610255392
"6","e7d6a5d2-7551-4d7a-ae7e-4d65b31501bf",0.150612235379321
"7","39e40b36-b885-471b-9a03-1c730ba47725",1.33389055402716
"8","62c714cb-cd27-4f1d-996b-fa0a241f630b",0.198547708460932
"9","edf614b8-4de1-479c-ae9a-46acb9dc09be",0.193268839580534
"10","86fc9582-eae6-440b-a7b1-a26ac498e0a4",303.227196953956
"11","97b15809-7d09-4908-8c0b-e5b3752252d8",1.7929489939679
"12","67a44915-f4f1-4ed6-ad22-99b452d48d73",0.174864055181645
"13","f0daee79-6778-41c8-8871-e3b9e98a0d4d",0.19967141624838
"14","712a99f2-7685-40a9-9643-4148cf9d7038",0.273315553926965
"15","ed0480f5-ec6e-46ab-84aa-eee1c8ee5df2",0.143235668634809
"16","34df6555-4537-4ed8-bd88-ac4bccc67805",0.584774319920483
"17","8c592c78-3324-4d14-b667-bf16ec51e3d0",0.0443029517377485
"18","3342cfd6-6184-4217-bd76-5ce896bacb5a",0.115815061274146
"19","36a0ae09-7c74-4d8b-9394-8e08b496b55f",0.0451010880090646
"20","b0c0999b-77de-4b75-9d3f-013cda1d4502",0.606585643782629
"21","b1bc95b5-4842-437e-a322-1756cefa45bf",0.181388706465729
"22","77bc4464-b5fa-4e47-bfd1-ae4e4fcd5199",0.34879420995432
"23","ada698ef-7c0d-4ffd-9d21-8dc90ef9951e",0.372917961334214
"24","54f6f4eb-6325-41ec-bee9-0dadebfde7a0",0.0220033401559566
"25","6c3fcd87-5bf1-4dec-8205-9d253c856df7",0.614401783336061
"26","3c642a41-553d-45d3-aee9-cd7ce7e4e038",0.00935564298417768
"27","9decf6c2-1760-4924-a845-106591232f00",0.0118251436715865
"28","396c82b9-3cb7-4d41-a32e-1c7f81f97144",0.95188220388722
"29","e0dd41e9-a57c-475a-bc0d-5b870f0adc26",0.0509544891328844
"30","583fb3ee-ab8a-477e-a69f-18451cd557af",1.18802245463089
"31","9d9285ce-415e-4b7f-8bad-4183a4e4063c",0.0422007154364888
"32","d1fab258-c55b-49a2-b55e-e2e565fc068c",0.0577533952786042
"33","e200ce28-15ca-4f38-8c9c-5dd91925b3d7",0.0324853819053852
"34","8bb4772f-af16-4b34-a6ea-eab6877571e1",0.14988577215643
"35","650db4cd-f1c7-4424-83e9-a50c967465ef",0.407493244258242
"36","85d5dd60-f514-496e-bb5a-4244c8d9340e",0.0109822448073554
"37","23691822-c65a-4c4f-95cf-5807c3d4049a",0.193368125203833
"38","06bc350d-2337-43b1-ab47-95a56b302061",0.0956690001680545
"39","02488951-da87-4317-9da2-0b1382e00fa9",1.08911887063933
"40","a4062a10-601c-44c0-96fb-ffe307a98b4e",0.522925652551202
"41","d0a17616-7299-4767-9f38-1e03b44bc96f",0.00980308697486011
"42","e03aded7-68f3-4776-8477-2ab88248fee3",0.0491359673285192
"43","230627d0-8fea-4a7e-94ca-60d46daa3d87",0.0377395861439702
"44","43203817-e16c-41ec-81e2-e905ce9718ff",0.0458478762594616
"45","07cc9cd9-2113-4d11-9d40-f7f4b28918e1",0.0527339017668724
"46","286e0cf9-c67c-4a5a-ab52-c605ec12e16b",0.259113356933716
"47","420c7a21-e53f-4b13-b03c-9c38406941a9",0.906718462347726
"48","bfb749e5-1271-4c35-8a59-dd8d227a31f1",0.266916248398126
"49","297eac34-baa1-4883-b4af-3b5e163d7649",0.00726258195074333
"50","3ad1a1cc-41a8-4dfa-aecf-f09339e4a363",0.0245030696654219
"51","8c61da8f-52c7-4a89-8895-7874c2037cce",0.472834837722131
"52","ab066aba-7abf-4e5e-b855-f4cc0d932804",0.133193882013459
"53","d02c9a86-2400-4dec-b11f-0035235df287",0.0460284297240061
"54","61f1b89e-ed5b-420d-8750-7eb3a42af251",0.227716016565803
"55","5037c159-f289-40a4-beb6-156f96ca9ce5",0.992497276959316
"56","94ef1d46-46b6-4b39-a0c3-497472af8ff7",0.0279048037361389
"57","4318f21d-c4a1-48b3-86d7-684e56912be9",0.422839424575789
"58","b0409257-0346-47f9-b219-fe34a2790b9b",0.0473377190158385
"59","f7b58aa6-c652-49ef-b113-918c65bd44b3",0.324582757419471
"60","ad32cba7-5559-48e9-b193-f820790c812a",0.395477602166538
"61","17cf7aca-35d2-4d3c-966a-1e436e9da42f",0.228034992576536
"62","e6fdd9d7-2a8c-4134-bfda-338ca96e8b42",0.126308305929188
"63","61412610-9fd5-4ec6-86e9-ba6913dfa9d4",0.0652841983784749
"64","63f8082a-8763-4454-bb18-befb68a6888d",0.0149833202975198
"65","abf06b16-9024-4972-9f6a-23825405ef47",0.00680268711314684
"66","bbf264fb-565a-4640-b502-34b6f442d369",0.0157362741801599
"67","01f0df43-1f65-4ae5-b99c-822474b47572",0.0112251131519662
"68","7928e882-dc83-4e9c-a720-d2caf514b0f0",0.017573496305003
"69","aeb680cc-c431-4cd9-8c43-c8a6f5809c01",0.266176435642126
"70","438bb06b-8bc3-4ef2-a1a2-a691ed1ecc20",4.92335803492304
"71","a25fb90a-98c2-48ae-ad70-13f9b06c60ba",0.0152111993716908
"72","5afa4cbd-c268-4626-a9a2-2da50010bc14",0.263422309970456
"73","1d62593d-98de-448b-87f3-9dacc1fe3b19",0.0640757544176799
"74","674cf614-e840-4b08-9102-dc4831e7ec97",0.0469606501762525
"75","f08dbde2-c3ab-4f11-83ab-57f9fcd688c6",0.00689885228660147
"76","2e248334-532d-4dfc-bf0f-c07fe667bd71",0.0147059627182576
"77","a9842951-a198-4221-abe9-53860b3fdcb3",0.0167730447163615
"78","b574c728-d02c-43a7-8829-9d47313fe962",0.0673237190247759
"79","a508f764-de90-466c-a229-037d9d2a0276",0.0415329275505005
"80","7e266947-30cf-4384-9af9-867716e38883",0.0255953929710471
"81","7845f591-4f25-40c7-b207-bc69268d772f",0.0088738814383635
"82","7f763e3d-f9df-4736-bf49-e3b8d1d4704b",4.16183535855256
"83","df2d8690-7754-41d1-90b0-cc81884f8b64",0.115676085472424
"84","fc05243c-7884-43e6-bbca-60599ab57bd8",0.0447753663988357
"85","51badd1e-bd8c-477d-89ff-eae9ca09bde5",0.0941838732173998
"86","ab69d1a9-7592-4c7c-9f47-6c6b6b8261bd",0.00536497954048281
"87","5cfd4757-af72-48b2-a93c-28fdc1f9191d",0.0106789212547269
